id	year	growth	site	farm	land	long	lat	ln_cover	site.rich	ln_site.rich	site.FRic	feedagg.FRic	substrate.FRic	diet.FRic	nestagg.FRic	movements.FRic	lnmass.FRic	large	small	v.small	flocking	non-flocking	aerial	canopy	ground	under	invert	nectar	seeds	varied	colonial	non-colonial	local	nomadic	partial
2009-S-ARCH-4	2009	regrowth	ARCH-4	Arch	Gundagai	148.077036	-35.1733641	1.791759469	9	2.197224577	0.289961996	2	2	4	2	2	2.20488908	3	5	1	6	3	0	3	6	0	5	1	2	1	3	6	7	0	2
2009-S-BELL-1	2009	planting	BELL-1	Bell	Tarcutta	147.66148	-35.30462	2.63905733	16	2.772588722	0.353915443	2	3	3	2	3	3.347084963	5	6	5	9	7	0	7	7	2	9	3	0	4	4	12	10	1	5
2009-S-BELL-2	2009	oldgrowth	BELL-2	Bell	Tarcutta	147.65917	-35.30638	2.708050201	20	2.995732274	0.404560048	2	4	4	2	3	2.742300524	5	11	4	12	8	1	12	6	1	12	2	5	1	5	15	9	4	7
2009-S-BELL-3	2009	planting	BELL-3	Bell	Tarcutta	147.65503	-35.31728	1.945910149	15	2.708050201	0.37763869	2	3	4	2	3	3.344283341	5	6	4	9	6	0	7	6	2	10	1	2	2	4	11	9	1	5
2009-S-BELL-4	2009	planting	BELL-4	Bell	Tarcutta	147.65253	-35.31674	2.397895273	18	2.890371758	0.322675334	2	4	4	2	3	2.963194339	4	7	7	11	7	1	8	8	1	13	2	1	2	5	13	10	2	6
2009-S-BROW-1	2009	oldgrowth	BROW-1	Brow	Tarcutta	147.6569803	-35.2492998	1.386294361	17	2.833213344	0.278354657	2	3	5	2	3	3.375205645	7	6	4	13	4	1	8	8	0	7	1	6	2	9	8	9	4	4
2009-S-BROW-2	2009	oldgrowth	BROW-2	Brow	Tarcutta	147.6615352	-35.2592927	1.098612289	9	2.197224577	0.276817467	2	2	3	2	2	2.653073246	4	4	1	7	2	0	3	6	0	4	0	3	2	3	6	7	0	2
2009-S-BROW-3	2009	oldgrowth	BROW-3	Brow	Tarcutta	147.6568361	-35.2627718	2.079441542	9	2.197224577	0.172442818	2	2	4	2	2	1.614029101	8	1	0	8	1	0	3	6	0	1	0	4	3	3	6	8	0	1
2009-S-BROW-4	2009	oldgrowth	BROW-4	Brow	Tarcutta	147.652474	-35.2575836	1.098612289	14	2.63905733	0.291123011	2	2	5	2	3	3.031145761	4	8	2	9	5	0	7	7	0	6	1	3	3	5	9	10	2	2
2009-S-CAIN-1	2009	oldgrowth	CAIN-1	Cain	Gerogerie	146.93055	-35.84427	1.098612289	18	2.890371758	0.338942015	2	4	4	2	3	2.563721906	4	7	7	14	4	3	8	6	1	13	1	3	1	9	9	10	1	7
2009-S-CAIN-2	2009	oldgrowth	CAIN-2	Cain	Gerogerie	146.91942	-35.85253	3.091042453	11	2.397895273	0.292478629	2	3	2	2	3	2.047419903	3	5	3	6	5	0	6	3	2	8	0	3	0	3	8	4	2	5
2009-S-CAIN-3	2009	oldgrowth	CAIN-3	Cain	Gerogerie	146.93819	-35.86029	1.098612289	15	2.708050201	0.282485597	2	2	4	2	3	3.838345795	6	7	2	10	5	0	6	9	0	8	0	4	2	7	8	9	4	2
2009-S-CAIN-4	2009	oldgrowth	CAIN-4	Cain	Gerogerie	146.93627	-35.8647	2.890371758	13	2.564949357	0.388032282	2	2	5	2	3	2.918828629	6	4	3	9	4	0	7	6	0	6	1	3	2	3	10	8	1	4
2009-S-COWI-1	2009	regrowth	COWI-1	Cowi	Humula	147.72721	-35.33015	2.890371758	22	3.091042453	0.399888784	2	4	4	2	3	2.352642016	3	13	6	14	8	1	14	6	1	15	3	3	0	6	16	11	5	6
2009-S-COWI-2	2009	regrowth	COWI-2	Cowi	Humula	147.73307	-35.32675	1.098612289	19	2.944438979	0.385231792	2	2	5	2	3	3.156747918	4	9	6	10	9	0	11	8	0	12	2	2	2	3	16	12	3	4
2009-S-COWI-3	2009	oldgrowth	COWI-3	Cowi	Humula	147.73356	-35.34396	1.098612289	22	3.091042453	0.394017234	2	3	4	2	4	3.090658199	5	8	9	14	8	0	13	7	2	15	1	5	0	8	14	12	5	4
2009-S-COWI-4	2009	oldgrowth	COWI-4	Cowi	Humula	147.72779	-35.35032	0	13	2.564949357	0.305586049	2	2	5	2	3	2.640048531	4	6	3	8	5	0	7	6	0	8	1	2	1	2	11	8	3	2
2009-S-CUNN-1	2009	oldgrowth	CUNN-1	Cunn	Walla Walla	146.83227	-35.68363	0	17	2.833213344	0.310963162	2	3	4	2	3	2.676766819	5	7	5	12	5	1	6	10	0	9	0	5	2	8	9	13	2	2
2009-S-CUNN-2	2009	oldgrowth	CUNN-2	Cunn	Walla Walla	146.78581	-35.6962	2.995732274	12	2.48490665	0.281485905	2	2	4	2	3	3.03083493	5	5	2	9	3	0	6	6	0	5	1	3	3	4	8	7	2	3
2009-S-CUNN-3	2009	regrowth	CUNN-3	Cunn	Walla Walla	146.79036	-35.68642	0.693147181	11	2.397895273	0.21595358	2	2	4	2	3	3.031145761	6	4	1	7	4	0	4	7	0	3	0	4	3	4	7	8	2	1
2009-S-CUNN-4	2009	regrowth	CUNN-4	Cunn	Walla Walla	146.77682	-35.68408	0	10	2.302585093	0.283088228	2	2	3	2	3	2.676766819	4	4	2	8	2	0	3	7	0	5	0	4	1	3	7	7	1	2
2009-S-DIET-1	2009	regrowth	DIET-1	Diet	Junee	147.5135337	-34.7544387	0	13	2.564949357	0.261016409	2	2	4	2	3	3.031145761	9	3	1	10	3	0	6	7	0	3	0	5	3	5	8	9	2	2
2009-S-DIET-2	2009	regrowth	DIET-2	Diet	Junee	147.5014872	-34.7516394	0.693147181	8	2.079441542	0.146991634	2	2	3	2	3	3.031145761	5	2	1	6	2	0	3	5	0	1	0	4	3	3	5	6	1	1
2009-S-DIET-3	2009	oldgrowth	DIET-3	Diet	Junee	147.4780029	-34.7715997	0	10	2.302585093	0.249789096	2	2	4	2	2	3.031145761	7	2	1	8	2	0	4	6	0	2	0	4	3	5	5	8	0	2
2009-S-DIET-4	2009	regrowth	DIET-4	Diet	Junee	147.4885219	-34.7837408	1.386294361	12	2.48490665	0.295861567	2	2	4	2	3	2.653073246	9	2	1	11	1	0	5	7	0	3	0	5	2	6	6	9	1	2
2009-S-DUMA-1	2009	planting	DUMA-1	Duma	Ladysmith	147.4953992	-35.1969682	0.693147181	13	2.564949357	0.373365196	2	3	4	2	3	2.496081314	3	6	4	8	5	0	6	6	1	7	2	2	2	4	9	8	1	4
2009-S-DUMA-2	2009	oldgrowth	DUMA-2	Duma	Ladysmith	147.4937207	-35.1991391	1.098612289	13	2.564949357	0.3001177	2	2	4	2	3	2.459519667	5	6	2	9	4	0	5	8	0	5	1	5	2	4	9	9	2	2
2009-S-DUMA-3	2009	planting	DUMA-3	Duma	Ladysmith	147.487197	-35.1994	1.386294361	10	2.302585093	0.297055717	2	3	4	2	2	2.563721906	2	6	2	6	4	0	2	7	1	5	1	2	2	4	6	8	0	2
2009-S-DUMA-4	2009	planting	DUMA-4	Duma	Ladysmith	147.4804173	-35.2028175	1.386294361	13	2.564949357	0.372621692	2	2	4	2	2	2.653073246	7	4	2	10	3	0	5	8	0	4	1	6	2	5	8	11	0	2
2009-S-GEDD-1	2009	planting	GEDD-1	Gedd	Mirabooka	147.52753	-35.64867	0	18	2.890371758	0.317121289	2	4	4	2	3	3.067707409	7	8	3	11	7	1	3	13	1	8	2	4	4	5	13	10	3	5
2009-S-GEDD-2	2009	planting	GEDD-2	Gedd	Mirabooka	147.53096	-35.64863	0	13	2.564949357	0.299153653	2	2	4	2	3	3.275722484	7	5	1	9	4	0	2	11	0	7	1	2	3	5	8	8	2	3
2009-S-GEDD-3	2009	planting	GEDD-3	Gedd	Mirabooka	147.52133	-35.66514	2.197224577	22	3.091042453	0.3938005	2	4	5	2	3	3.605555566	10	6	6	16	6	1	7	13	1	12	2	4	3	8	14	14	1	7
2009-S-GEDD-4	2009	regrowth	GEDD-4	Gedd	Mirabooka	147.53356	-35.66596	3.555348061	30	3.401197382	0.413639588	2	4	5	2	3	3.442024547	10	9	11	16	14	2	17	10	1	17	3	3	6	7	23	14	3	13
2009-S-HERI-1	2009	oldgrowth	HERI-1	Heri	Thugga	147.18681	-35.66445	1.609437912	13	2.564949357	0.25770049	2	2	4	2	3	2.653073246	7	5	1	10	3	0	5	8	0	6	0	4	2	5	8	10	1	2
2009-S-HERI-2	2009	planting	HERI-2	Heri	Thugga	147.18863	-35.65844	0	7	1.945910149	0.297075853	2	2	4	2	2	2.145065811	2	4	1	4	3	0	2	5	0	4	1	1	1	3	4	5	0	2
2009-S-HERI-3	2009	planting	HERI-3	Heri	Thugga	147.18057	-35.66484	3.044522438	15	2.708050201	0.308663158	2	3	4	2	3	2.807707504	1	7	7	8	7	0	6	6	3	12	1	1	1	5	10	9	2	4
2009-S-HERI-4	2009	planting	HERI-4	Heri	Thugga	147.17734	-35.6646	3.33220451	15	2.708050201	0.337670993	2	2	4	2	3	2.653073246	4	9	2	8	7	0	6	9	0	9	1	3	2	5	10	9	2	4
2009-S-HOLM-1	2009	oldgrowth	HOLM-1	Holm	Burumbuttock	146.79437	-35.80454	2.772588722	19	2.944438979	0.32797077	2	2	5	2	3	2.653073246	9	8	2	15	4	0	7	12	0	8	1	5	4	8	11	13	5	1
2009-S-HOLM-2	2009	oldgrowth	HOLM-2	Holm	Burumbuttock	146.7920758	-35.7982771	1.386294361	16	2.772588722	0.295362593	2	2	5	2	3	3.03083493	5	8	3	11	5	0	7	9	0	7	1	4	3	7	9	12	2	2
2009-S-HOLM-3	2009	regrowth	HOLM-3	Holm	Burumbuttock	146.78844	-35.79874	1.609437912	14	2.63905733	0.293797533	2	2	4	2	3	2.802679807	6	5	3	11	3	0	5	9	0	8	1	3	2	6	8	11	1	2
2009-S-HOLM-4	2009	oldgrowth	HOLM-4	Holm	Burumbuttock	146.78629	-35.8025	1.609437912	19	2.944438979	0.350059237	2	2	4	2	3	3.045626793	8	7	4	15	4	0	10	9	0	10	1	6	2	9	10	12	3	4
2009-S-HOPK-1	2009	regrowth	HOPK-1	Hopk	Bethungra	147.7987815	-34.8434005	0.693147181	9	2.197224577	0.246750673	2	2	4	2	3	2.527160258	6	2	1	8	1	0	4	5	0	2	0	4	2	6	3	6	1	2
2009-S-HOPK-2	2009	oldgrowth	HOPK-2	Hopk	Bethungra	147.783904	-34.8419914	0	12	2.48490665	0.333854138	2	3	4	2	3	3.19467678	5	4	3	11	1	1	4	7	0	6	1	4	1	9	3	7	1	4
2009-S-HOPK-3	2009	oldgrowth	HOPK-3	Hopk	Bethungra	147.7911608	-34.8356954	0	11	2.397895273	0.340968452	2	3	3	2	2	2.732143521	4	3	4	9	2	1	3	7	0	6	0	4	1	6	5	7	0	4
2009-S-HOPK-4	2009	oldgrowth	HOPK-4	Hopk	Bethungra	147.8156109	-34.831972	0	6	1.791759469	0.225753624	1	2	3	2	3	2.527160258	4	1	1	6	0	0	2	4	0	2	0	3	1	4	2	4	1	1
2009-S-KLUF-1	2009	regrowth	KLUF-1	Kluf	Tumblong	147.988242	-35.1307596	2.302585093	22	3.091042453	0.351505967	2	3	5	2	4	3.156747918	5	5	12	12	10	0	14	4	4	15	2	1	3	3	19	11	1	9
2009-S-KLUF-2	2009	regrowth	KLUF-2	Kluf	Tumblong	147.9867328	-35.1284817	1.791759469	10	2.302585093	0.324979606	2	2	5	2	2	2.691558682	6	2	2	8	2	0	6	4	0	4	2	2	1	2	8	7	0	3
2009-S-KLUF-3	2009	regrowth	KLUF-3	Kluf	Tumblong	147.9809803	-35.1311072	0.693147181	19	2.944438979	0.427081425	2	3	4	2	3	3.031145761	6	9	4	13	6	1	8	10	0	10	3	4	2	9	10	10	2	7
2009-S-KLUF-4	2009	regrowth	KLUF-4	Kluf	Tumblong	147.9667438	-35.1208072	0.693147181	17	2.833213344	0.358556064	2	2	4	2	3	2.676766819	5	9	3	12	5	0	7	10	0	9	1	5	2	9	8	10	4	3
2009-S-LIND-1	2009	oldgrowth	LIND-1	Lind	Gundagai	148.1159904	-35.1318596	0	17	2.833213344	0.361456223	2	3	4	2	3	3.031145761	4	9	4	8	9	0	8	8	1	10	1	3	3	5	12	13	1	3
2009-S-LIND-2	2009	oldgrowth	LIND-2	Lind	Gundagai	148.1222021	-35.138222	0.693147181	17	2.833213344	0.390517697	2	3	4	2	2	3.19467678	5	7	5	12	5	1	7	9	0	10	1	3	3	8	9	11	0	6
2009-S-LIND-3	2009	regrowth	LIND-3	Lind	Gundagai	148.1464926	-35.1413218	0	21	3.044522438	0.337776558	2	3	5	2	4	2.868437687	2	11	8	7	14	0	13	7	1	16	1	1	2	4	17	10	3	7
2009-S-LIND-4	2009	regrowth	LIND-4	Lind	Gundagai	148.1205417	-35.1620233	1.386294361	19	2.944438979	0.339112921	2	4	4	2	4	2.527160258	3	9	7	11	8	1	11	6	1	11	2	5	1	8	11	11	1	6
2009-S-MART-1	2009	planting	MART-1	Mart	Coreinbob	147.6401324	-35.203476	0	13	2.564949357	0.313808548	2	3	4	2	3	2.963194339	2	4	7	9	4	0	7	4	2	9	2	1	1	2	11	8	1	4
2009-S-MART-2	2009	planting	MART-2	Mart	Coreinbob	147.6512718	-35.2062119	2.302585093	15	2.708050201	0.38897523	2	3	4	2	2	2.969012447	3	7	5	8	7	0	10	4	1	9	2	2	2	4	11	9	0	6
2009-S-MART-3	2009	planting	MART-3	Mart	Coreinbob	147.6650196	-35.2161549	0	9	2.197224577	0.20783709	2	3	4	2	2	2.285339192	2	3	4	7	2	0	4	4	1	6	0	1	1	1	8	8	0	1
2009-S-MART-4	2009	oldgrowth	MART-4	Mart	Coreinbob	147.6369453	-35.2202012	1.386294361	12	2.48490665	0.336354928	2	2	4	2	3	2.270978799	5	6	1	8	4	0	5	7	0	6	2	1	3	4	8	8	1	3
2009-S-MATH-1	2009	regrowth	MATH-1	Math	Mirabooka	147.47425	-35.69492	1.945910149	20	2.995732274	0.360915896	2	3	5	2	3	3.813133927	9	8	3	15	5	0	10	9	1	9	2	5	3	7	13	12	4	4
2009-S-MATH-2	2009	oldgrowth	MATH-2	Math	Mirabooka	147.48053	-35.68388	0	10	2.302585093	0.319213246	2	2	3	2	3	2.527160258	5	4	1	8	2	0	4	6	0	4	0	3	3	5	5	6	1	3
2009-S-MATH-3	2009	oldgrowth	MATH-3	Math	Mirabooka	147.48369	-35.68947	0	11	2.397895273	0.230573919	2	3	3	2	4	2.527160258	5	4	2	7	4	0	6	4	1	5	0	4	2	4	7	7	1	2
2009-S-MATH-4	2009	regrowth	MATH-4	Math	Mirabooka	147.49059	-35.68401	2.564949357	12	2.48490665	0.350589576	2	2	4	2	3	2.951314726	6	4	2	9	3	0	5	7	0	5	1	3	3	5	7	8	1	3
2009-S-MCRA-1	2009	planting	MCRA-1	Mcra	Junee	147.4588853	-34.6819288	0	14	2.63905733	0.293435375	2	4	5	2	2	2.527160258	4	7	3	12	2	1	5	7	1	6	1	4	2	8	6	11	0	3
2009-S-MCRA-2	2009	planting	MCRA-2	Mcra	Junee	147.4454704	-34.6699759	0	6	1.791759469	0.202230326	2	2	3	2	3	2.609126228	2	2	2	5	1	0	1	5	0	2	0	3	1	2	4	4	1	1
2009-S-MCRA-3	2009	planting	MCRA-3	Mcra	Junee	147.4423308	-34.6645586	0	11	2.397895273	0.254256301	2	3	4	2	3	2.609126228	5	4	2	9	2	1	3	7	0	4	0	4	2	4	7	7	1	3
2009-S-MCRA-4	2009	regrowth	MCRA-4	Mcra	Junee	147.4529367	-34.645997	2.302585093	14	2.63905733	0.322284734	2	2	4	2	3	3.031145761	10	3	1	13	1	0	5	9	0	4	0	6	3	7	7	11	1	2
2009-S-PAEC-1	2009	oldgrowth	PAEC-1	Paec	Walla Walla	146.86809	-35.71213	2.63905733	16	2.772588722	0.337829332	2	2	4	2	3	2.527160258	4	9	3	11	5	0	8	8	0	10	1	3	2	5	11	9	0	6
2009-S-PAEC-2	2009	regrowth	PAEC-2	Paec	Walla Walla	146.87153	-35.70999	2.48490665	9	2.197224577	0.243376688	2	2	2	2	3	2.676766819	2	5	2	7	2	0	4	5	0	6	0	3	0	5	4	6	1	2
2009-S-PAEC-3	2009	oldgrowth	PAEC-3	Paec	Walla Walla	146.87404	-35.69222	0.693147181	10	2.302585093	0.281369629	2	2	3	2	4	3.01919176	3	5	2	5	5	0	4	6	0	7	0	2	1	2	8	4	1	4
2009-S-PAEC-4	2009	regrowth	PAEC-4	Paec	Walla Walla	146.85269	-35.70395	1.386294361	16	2.772588722	0.328168567	2	2	4	2	3	3.045626793	7	6	3	12	4	0	6	10	0	7	0	5	3	6	10	13	2	1
2009-S-PARK-1	2009	oldgrowth	PARK-1	Park	Tabletop	147.07761	-35.90767	0.693147181	13	2.564949357	0.390888649	2	2	3	2	3	2.527160258	4	7	2	9	4	0	9	4	0	8	2	3	0	6	7	6	3	4
2009-S-PARK-2	2009	regrowth	PARK-2	Park	Tabletop	147.08943	-35.89597	2.944438979	27	3.295836866	0.384184272	2	4	4	2	4	2.689634893	6	15	6	18	9	1	16	8	2	20	1	3	3	11	16	14	3	9
2009-S-PARK-3	2009	oldgrowth	PARK-3	Park	Tabletop	147.09381	-35.89936	1.609437912	12	2.48490665	0.287362602	2	2	5	2	3	2.459519667	4	6	2	7	5	0	6	6	0	6	1	2	2	4	8	7	1	4
2009-S-PARK-4	2009	regrowth	PARK-4	Park	Tabletop	147.10094	-35.90074	0.693147181	17	2.833213344	0.377507332	2	2	4	2	3	2.653073246	4	9	4	10	7	0	9	8	0	12	1	3	1	7	10	9	4	4
2009-S-PARS-1	2009	planting	PARS-1	Pars	Humula	147.7639161	-35.3355031	0	12	2.48490665	0.286872703	2	3	4	2	3	2.802679807	5	5	2	8	4	0	2	9	1	7	1	3	1	2	10	8	2	2
2009-S-PARS-2	2009	planting	PARS-2	Pars	Humula	147.7628119	-35.3245458	0	19	2.944438979	0.366019145	2	3	4	2	3	3.698351452	5	8	6	13	6	0	7	11	1	12	1	4	2	5	14	13	2	4
2009-S-PARS-3	2009	planting	PARS-3	Pars	Humula	147.76027	-35.33287	0	14	2.63905733	0.332037256	2	3	4	2	2	3.698351452	6	4	4	11	3	0	6	7	1	6	2	4	2	5	9	11	0	3
2009-S-PARS-4	2009	oldgrowth	PARS-4	Pars	Humula	147.7579125	-35.325352	0	19	2.944438979	0.306471511	2	2	5	2	2	3.19467678	10	6	3	16	3	0	11	8	0	9	1	6	2	6	13	14	0	5
2009-S-PATT-1	2009	regrowth	PATT-1	Patt	Tabletop	147.01151	-35.85768	0	19	2.944438979	0.329004166	2	3	4	2	3	3.031145761	8	9	2	13	6	0	7	11	1	9	1	6	3	9	10	11	5	3
2009-S-PATT-2	2009	regrowth	PATT-2	Patt	Tabletop	147.01341	-35.85865	0	18	2.890371758	0.33935577	2	2	4	2	3	3.031145761	7	9	2	12	6	0	9	9	0	9	1	5	3	8	10	12	2	4
2009-S-PATT-3	2009	oldgrowth	PATT-3	Patt	Tabletop	147.00833	-35.86574	0	21	3.044522438	0.305233099	2	4	4	2	3	2.549110411	6	10	5	16	5	3	8	9	1	14	1	4	2	13	8	11	3	7
2009-S-PATT-4	2009	oldgrowth	PATT-4	Patt	Tabletop	147.01315	-35.86713	0.693147181	13	2.564949357	0.318055252	2	3	3	2	3	2.541952121	4	7	2	8	5	1	6	6	0	9	0	3	1	5	8	7	1	5
2009-S-PICK-1	2009	oldgrowth	PICK-1	Pick	Bethungra	147.8334714	-34.8408503	0	9	2.197224577	0.155798428	2	2	4	2	2	2.38727321	5	3	1	7	2	0	4	5	0	3	0	2	2	3	6	8	1	0
2009-S-PICK-2	2009	oldgrowth	PICK-2	Pick	Bethungra	147.8519575	-34.8378908	0	3	1.098612289	0.003306271	1	2	2	2	1	1.110043598	2	1	0	3	0	0	2	1	0	0	0	2	1	2	1	3	0	0
2009-S-PICK-3	2009	oldgrowth	PICK-3	Pick	Bethungra	147.8549936	-34.8311335	0	7	1.945910149	0.077208115	2	1	3	2	2	2.676766819	3	3	1	5	2	0	0	7	0	4	0	2	1	2	5	6	1	0
2009-S-PICK-4	2009	regrowth	PICK-4	Pick	Bethungra	147.8471939	-34.7999159	0.693147181	11	2.397895273	0.259453741	2	2	3	2	3	3.031145761	7	3	1	8	3	0	2	9	0	5	0	3	3	3	8	8	1	2
2009-S-RAYN-1	2009	oldgrowth	RAYN-1	Rayn	Gerogerie	146.88662	-35.79104	0.693147181	20	2.995732274	0.32611725	2	3	4	2	4	2.802679807	7	10	3	14	6	0	8	11	1	13	1	4	2	8	12	14	3	2
2009-S-RAYN-2	2009	oldgrowth	RAYN-2	Rayn	Gerogerie	146.8891	-35.78266	2.397895273	10	2.302585093	0.265632455	2	2	3	2	3	2.653073246	5	4	1	8	2	0	3	7	0	4	0	4	2	4	6	8	1	1
2009-S-RAYN-3	2009	oldgrowth	RAYN-3	Rayn	Gerogerie	146.88277	-35.78419	1.386294361	7	1.945910149	0.118802198	2	2	2	2	3	3.031145761	3	3	1	4	3	0	3	4	0	5	0	0	2	3	4	3	2	2
2009-S-RAYN-4	2009	oldgrowth	RAYN-4	Rayn	Gerogerie	146.87645	-35.78359	0.693147181	15	2.708050201	0.310869659	2	2	3	2	3	3.180752322	8	5	2	11	4	0	6	9	0	9	0	3	3	6	9	10	2	3
2009-S-REID-1	2009	regrowth	REID-1	Reid	Howlong	146.70908	-35.93302	1.098612289	9	2.197224577	0.264785862	2	2	4	2	3	2.951314726	7	1	1	8	1	0	4	5	0	2	0	3	3	5	4	6	1	2
2009-S-REID-2	2009	regrowth	REID-2	Reid	Howlong	146.71833	-35.93162	0	10	2.302585093	0.216570638	2	2	4	2	3	2.317651089	5	5	0	7	3	0	4	6	0	3	0	3	3	6	4	7	1	2
2009-S-REID-3	2009	regrowth	REID-3	Reid	Howlong	146.71584	-35.9261	0.693147181	7	1.945910149	0.174925835	1	2	3	2	2	2.527160258	3	3	1	7	0	0	3	4	0	2	0	3	2	5	2	6	0	1
2009-S-REID-4	2009	regrowth	REID-4	Reid	Howlong	146.71725	-35.92356	0.693147181	12	2.48490665	0.267935834	2	2	4	2	3	2.951314726	7	4	1	10	2	0	4	8	0	3	0	5	3	6	6	7	3	2
2009-S-RETI-1	2009	oldgrowth	RETI-1	Reti	Ladysmith	147.5370127	-35.247394	1.791759469	12	2.48490665	0.275179372	2	2	4	2	3	2.586983527	5	5	2	9	3	0	4	8	0	3	1	5	3	7	5	9	2	1
2009-S-RETI-2	2009	oldgrowth	RETI-2	Reti	Ladysmith	147.536268	-35.2511483	2.079441542	9	2.197224577	0.258999289	2	2	3	2	3	2.527160258	6	2	1	8	1	0	3	6	0	3	0	5	1	4	5	5	1	3
2009-S-RETI-3	2009	oldgrowth	RETI-3	Reti	Ladysmith	147.5344199	-35.2542854	2.079441542	11	2.397895273	0.238482844	2	2	4	2	2	2.541952121	6	4	1	10	1	0	6	5	0	5	0	3	2	6	5	10	0	1
2009-S-RETI-4	2009	regrowth	RETI-4	Reti	Ladysmith	147.5176317	-35.2469825	2.833213344	7	1.945910149	0.313628882	1	3	3	2	2	2.676766819	2	2	3	7	0	0	3	3	1	4	1	2	0	3	4	5	0	2
2009-S-SCHI-1	2009	oldgrowth	SCHI-1	Schi	Burumbuttock	146.7825474	-35.773709	0	18	2.890371758	0.297954463	2	2	4	2	3	3.031145761	10	6	2	14	4	0	6	12	0	6	1	7	4	8	10	10	3	5
2009-S-SCHI-2	2009	planting	SCHI-2	Schi	Burumbuttock	146.76454	-35.78671	1.098612289	11	2.397895273	0.266265083	2	2	4	2	3	2.649051314	5	5	1	5	6	0	4	7	0	4	1	3	3	3	8	8	2	1
2009-S-SCHI-3	2009	planting	SCHI-3	Schi	Burumbuttock	146.77608	-35.7659	0	18	2.890371758	0.302219797	2	3	4	2	3	3.340612902	10	3	5	15	3	0	3	14	1	8	1	7	2	6	12	16	1	0
2009-S-SCHI-4	2009	planting	SCHI-4	Schi	Burumbuttock	146.77544	-35.76936	0.693147181	10	2.302585093	0.244413968	2	3	4	2	2	3.362193512	4	2	4	8	2	0	2	7	1	5	1	3	1	3	7	9	0	1
2009-S-SCHO-1	2009	regrowth	SCHO-1	Scho	Cookadinia	147.09109	-35.55783	1.386294361	12	2.48490665	0.313281368	2	2	5	2	3	2.653073246	6	4	2	11	1	0	5	7	0	4	1	5	1	7	5	9	1	2
2009-S-SCHO-2	2009	regrowth	SCHO-2	Scho	Cookadinia	147.1053441	-35.5703949	0	15	2.708050201	0.329873026	2	3	5	2	3	2.689634893	8	4	3	13	2	0	5	9	1	5	1	6	2	6	9	13	1	1
2009-S-SCHO-3	2009	regrowth	SCHO-3	Scho	Cookadinia	147.14954	-35.59397	2.564949357	13	2.564949357	0.345623383	2	2	4	2	2	2.527160258	5	6	2	11	2	0	5	8	0	5	2	4	2	5	8	10	0	3
2009-S-SCHO-4	2009	regrowth	SCHO-4	Scho	Cookadinia	147.1519884	-35.5857634	3.295836866	18	2.890371758	0.324691603	2	3	4	2	3	3.03083493	4	10	4	11	7	1	11	6	0	12	1	2	3	8	10	9	4	5
2009-S-SCHU-1	2009	regrowth	SCHU-1	Schu	Thugga	147.16571	-35.62009	2.197224577	21	3.044522438	0.360159007	2	3	4	2	3	2.586983527	8	10	3	14	7	1	10	10	0	12	1	7	1	9	12	10	4	7
2009-S-SCHU-2	2009	regrowth	SCHU-2	Schu	Thugga	147.17513	-35.62109	1.945910149	13	2.564949357	0.320573087	2	3	4	2	3	2.7703216	3	5	5	5	8	0	7	5	1	9	1	2	1	3	10	6	1	6
2009-S-SCHU-3	2009	regrowth	SCHU-3	Schu	Thugga	147.1808	-35.6182	1.386294361	8	2.079441542	0.20760551	2	2	3	2	2	2.653073246	4	3	1	7	1	0	4	4	0	5	0	1	2	3	5	6	0	2
2009-S-SCHU-4	2009	regrowth	SCHU-4	Schu	Thugga	147.18505	-35.62674	0	8	2.079441542	0.222851762	2	2	3	2	2	3.031145761	3	4	1	6	2	0	3	5	0	3	0	2	3	4	4	6	0	2
2009-S-SLUF-1	2009	regrowth	SLUF-1	Sluf	Tumblong	147.98496	-35.16739	0	18	2.890371758	0.36506757	2	3	4	2	3	3.19467678	5	9	4	12	6	1	8	9	0	10	2	4	2	9	9	11	3	4
2009-S-SLUF-2	2009	regrowth	SLUF-2	Sluf	Tumblong	147.97807	-35.17288	1.609437912	24	3.17805383	0.392614351	2	3	5	2	3	2.950870141	4	7	13	16	8	0	14	9	1	13	3	4	3	5	19	17	1	6
2009-S-SLUF-3	2009	oldgrowth	SLUF-3	Sluf	Tumblong	147.97232	-35.16923	0	22	3.091042453	0.35094347	2	4	4	2	3	3.004399897	3	12	7	15	7	2	10	9	1	15	1	5	1	8	14	13	1	8
2009-S-SLUF-4	2009	oldgrowth	SLUF-4	Sluf	Tumblong	147.99264	-35.1571	0	14	2.63905733	0.372966994	2	4	4	2	2	2.609126228	3	6	5	12	2	1	7	5	1	8	2	2	2	6	8	9	0	5
2009-S-SMAR-1	2009	oldgrowth	SMAR-1	Smar	Nangus	147.95322	-35.00567	0.693147181	18	2.890371758	0.371651604	2	4	4	2	3	3.031145761	5	9	4	12	6	1	7	9	1	10	1	4	3	10	8	11	3	4
2009-S-SMAR-2	2009	regrowth	SMAR-2	Smar	Nangus	147.95886	-35.00762	0	11	2.397895273	0.210686837	2	2	5	2	3	2.527160258	6	3	2	9	2	0	6	5	0	2	1	4	2	5	6	9	1	1
2009-S-SMAR-3	2009	regrowth	SMAR-3	Smar	Nangus	147.96072	-34.99813	2.397895273	18	2.890371758	0.379842519	2	3	4	2	3	3.090658199	3	10	5	11	7	0	10	6	2	10	2	3	3	6	12	12	2	4
