id	year	growth	site	farm	land	long	lat	ln_cover	site.rich	ln_site.rich	site.FRic	feedagg.FRic	substrate.FRic	diet.FRic	nestagg.FRic	movements.FRic	lnmass.FRic	large	small	v.small	flocking	non-flocking	aerial	canopy	ground	under	invert	nectar	seeds	varied	colonial	non-colonial	local	nomadic	partial
2004-S-WILL-4	2004	regrowth	WILL-4	Will	Nangus	147.9692529	-35.045361	1.098612289	15	2.708050201	0.35786717	2	2	4	2	3	3.19467678	5	8	2	12	3	0	6	9	0	6	2	5	2	6	9	10	1	4
2006-S-ARCH-1	2006	oldgrowth	ARCH-1	Arch	Gundagai	148.0782222	-35.1309482	0	10	2.302585093	0.316779721	2	2	3	2	3	1.399570073	1	8	1	5	5	0	4	6	0	7	1	2	0	3	7	6	2	2
2006-S-ARCH-2	2006	regrowth	ARCH-2	Arch	Gundagai	148.1010692	-35.1648707	1.609437912	11	2.397895273	0.295530907	2	3	4	2	2	2.252666696	2	7	2	7	4	1	5	5	0	7	1	1	2	2	9	6	0	5
2006-S-ARCH-3	2006	regrowth	ARCH-3	Arch	Gundagai	148.0843406	-35.1677357	1.386294361	18	2.890371758	0.405565901	2	3	4	2	2	2.896450668	4	7	7	12	6	1	9	8	0	9	2	4	3	5	13	13	0	5
2006-S-ARCH-4	2006	regrowth	ARCH-4	Arch	Gundagai	148.077036	-35.1733641	1.386294361	13	2.564949357	0.353114327	2	2	4	2	2	2.329301676	4	6	3	9	4	0	8	5	0	4	3	2	4	4	9	8	0	5
2006-S-BELL-1	2006	planting	BELL-1	Bell	Tarcutta	147.66148	-35.30462	2.564949357	22	3.091042453	0.404323031	2	3	4	2	2	3.31023354	8	10	4	16	6	0	13	8	1	11	4	5	2	4	18	15	0	7
2006-S-BELL-2	2006	oldgrowth	BELL-2	Bell	Tarcutta	147.65917	-35.30638	2.63905733	28	3.33220451	0.4006947	2	4	4	2	3	3.31023354	10	13	5	20	8	1	12	13	2	15	3	8	2	9	19	18	3	7
2006-S-BELL-3	2006	planting	BELL-3	Bell	Tarcutta	147.65503	-35.31728	1.945910149	16	2.772588722	0.391502303	2	2	4	2	3	3.442024547	6	6	4	10	6	0	7	9	0	7	3	3	3	4	12	10	1	5
2006-S-BELL-4	2006	planting	BELL-4	Bell	Tarcutta	147.65253	-35.31674	2.302585093	23	3.135494216	0.425759698	2	3	4	2	3	2.870398453	6	8	9	16	7	0	12	10	1	15	3	2	3	6	17	14	2	7
2006-S-BROW-1	2006	oldgrowth	BROW-1	Brow	Tarcutta	147.6569803	-35.2492998	1.386294361	17	2.833213344	0.343899103	2	2	5	2	3	2.653073246	9	7	1	13	4	0	8	9	0	7	2	5	2	6	11	12	2	3
2006-S-BROW-2	2006	oldgrowth	BROW-2	Brow	Tarcutta	147.6615352	-35.2592927	1.098612289	13	2.564949357	0.254509249	2	2	4	2	3	2.653073246	8	4	1	10	3	0	5	8	0	5	0	5	2	5	8	11	1	1
2006-S-BROW-3	2006	oldgrowth	BROW-3	Brow	Tarcutta	147.6568361	-35.2627718	1.945910149	8	2.079441542	0.235228262	2	3	5	2	3	2.252666696	2	4	2	6	2	1	4	3	0	3	1	1	2	5	3	6	1	1
2006-S-BROW-4	2006	oldgrowth	BROW-4	Brow	Tarcutta	147.652474	-35.2575836	1.386294361	25	3.218875825	0.412385939	2	3	5	2	3	3.180752322	10	10	5	16	9	1	11	13	0	12	3	6	3	8	17	16	2	7
2006-S-CAIN-1	2006	oldgrowth	CAIN-1	Cain	Gerogerie	146.93055	-35.84427	0.693147181	13	2.564949357	0.347103857	2	4	4	2	2	3.067707409	4	5	4	11	2	1	6	5	1	6	1	3	3	8	5	10	0	3
2006-S-CAIN-2	2006	oldgrowth	CAIN-2	Cain	Gerogerie	146.91942	-35.85253	3.496507561	15	2.708050201	0.337719548	2	3	4	2	2	3.534820433	2	5	8	7	8	0	8	5	2	11	1	1	2	2	13	10	0	5
2006-S-CAIN-3	2006	oldgrowth	CAIN-3	Cain	Gerogerie	146.93819	-35.86029	1.386294361	12	2.48490665	0.333055106	2	2	4	2	3	2.527160258	4	6	2	10	2	0	5	7	0	4	2	4	2	6	6	9	1	2
2006-S-CAIN-4	2006	oldgrowth	CAIN-4	Cain	Gerogerie	146.93627	-35.8647	2.995732274	8	2.079441542	0.209128031	1	2	4	2	2	3.045626793	4	1	3	8	0	0	5	3	0	3	1	2	2	4	4	7	0	1
2006-S-COWI-1	2006	regrowth	COWI-1	Cowi	Humula	147.72721	-35.33015	3.091042453	30	3.401197382	0.428177021	2	2	4	2	3	3.605555566	12	11	7	22	8	0	20	10	0	16	4	6	4	9	21	18	2	10
2006-S-COWI-2	2006	regrowth	COWI-2	Cowi	Humula	147.73307	-35.32675	1.791759469	19	2.944438979	0.355109674	2	3	4	2	3	3.340612902	4	8	7	11	8	0	9	9	1	12	2	2	3	4	15	14	2	3
2006-S-COWI-3	2006	oldgrowth	COWI-3	Cowi	Humula	147.73356	-35.34396	1.386294361	21	3.044522438	0.405191501	2	2	4	2	3	3.031145761	7	10	4	13	8	0	11	10	0	10	3	5	3	5	16	15	1	5
2006-S-COWI-4	2006	oldgrowth	COWI-4	Cowi	Humula	147.72779	-35.35032	0	12	2.48490665	0.357241617	2	2	4	2	3	1.675199884	1	8	3	9	3	0	8	4	0	7	2	1	2	6	6	6	2	4
2006-S-CUNN-1	2006	oldgrowth	CUNN-1	Cunn	Walla Walla	146.83227	-35.68363	0.693147181	14	2.63905733	0.288341515	2	4	4	2	3	2.725290193	6	4	4	12	2	1	5	7	1	6	1	5	2	7	7	9	1	4
2006-S-CUNN-2	2006	oldgrowth	CUNN-2	Cunn	Walla Walla	146.78581	-35.6962	3.433987204	9	2.197224577	0.209128031	1	2	4	2	2	3.045626793	5	1	3	9	0	0	6	3	0	3	1	3	2	4	5	8	0	1
2006-S-CUNN-3	2006	regrowth	CUNN-3	Cunn	Walla Walla	146.79036	-35.68642	0.693147181	11	2.397895273	0.222946629	2	3	5	2	2	3.031145761	6	2	3	10	1	1	5	5	0	4	1	2	3	5	6	9	0	2
2006-S-CUNN-4	2006	regrowth	CUNN-4	Cunn	Walla Walla	146.77682	-35.68408	0	8	2.079441542	0.224908462	1	2	3	2	2	2.836627399	3	2	3	8	0	0	2	6	0	4	0	2	2	4	4	7	0	1
2006-S-DIET-1	2006	regrowth	DIET-1	Diet	Junee	147.5135337	-34.7544387	0	6	1.791759469	0.12313335	2	2	3	2	2	1.110043598	5	1	0	5	1	0	3	3	0	0	0	3	2	3	3	5	0	1
2006-S-DIET-2	2006	regrowth	DIET-2	Diet	Junee	147.5014872	-34.7516394	0	8	2.079441542	0.194459453	2	2	3	2	2	1.110043598	7	1	0	7	1	0	5	3	0	0	0	3	3	4	4	6	0	2
2006-S-DIET-3	2006	oldgrowth	DIET-3	Diet	Junee	147.4780029	-34.7715997	0	8	2.079441542	0.159241601	2	2	4	2	1	1.12483546	6	2	0	7	1	0	4	4	0	2	0	3	2	3	5	8	0	0
2006-S-DIET-4	2006	regrowth	DIET-4	Diet	Junee	147.4885219	-34.7837408	1.386294361	10	2.302585093	0.181740728	2	2	4	2	3	2.24070027	9	1	0	9	1	0	4	6	0	2	0	4	3	4	6	8	1	1
2006-S-DUMA-1	2006	planting	DUMA-1	Duma	Ladysmith	147.4953992	-35.1969682	0.693147181	13	2.564949357	0.249202076	2	3	4	2	3	3.067707409	3	7	3	9	4	0	5	7	1	5	2	2	4	5	8	11	1	1
2006-S-DUMA-2	2006	oldgrowth	DUMA-2	Duma	Ladysmith	147.4937207	-35.1991391	0.693147181	13	2.564949357	0.354098036	2	3	4	2	3	2.375351922	4	7	2	9	4	0	5	7	1	6	2	2	3	7	6	9	1	3
2006-S-DUMA-3	2006	planting	DUMA-3	Duma	Ladysmith	147.487197	-35.1994	1.386294361	14	2.63905733	0.400439057	2	3	5	2	2	2.255232801	4	8	2	9	5	1	6	7	0	7	2	2	2	4	10	10	0	4
2006-S-DUMA-4	2006	planting	DUMA-4	Duma	Ladysmith	147.4804173	-35.2028175	1.098612289	14	2.63905733	0.343422628	2	3	4	2	3	2.496081314	4	7	3	10	4	0	5	8	1	6	2	3	3	5	9	10	1	3
2006-S-GEDD-1	2006	planting	GEDD-1	Gedd	Mirabooka	147.52753	-35.64867	0	6	1.791759469	0.294064264	2	2	3	2	2	2.159857674	3	2	1	5	1	0	3	3	0	2	2	2	0	2	4	5	0	1
2006-S-GEDD-2	2006	planting	GEDD-2	Gedd	Mirabooka	147.53096	-35.64863	0	11	2.397895273	0.346253214	2	2	4	2	3	2.07742522	5	5	1	8	3	0	5	6	0	5	2	3	1	4	7	7	2	2
2006-S-GEDD-3	2006	planting	GEDD-3	Gedd	Mirabooka	147.52133	-35.66514	1.609437912	19	2.944438979	0.41036375	2	4	5	2	3	3.50414392	10	3	6	16	3	1	6	11	1	7	2	7	2	6	13	15	1	3
2006-S-GEDD-4	2006	regrowth	GEDD-4	Gedd	Mirabooka	147.53356	-35.66596	3.610917913	23	3.135494216	0.388861702	2	3	4	2	3	2.653073246	9	8	6	12	11	0	13	9	1	14	2	5	2	2	21	15	1	7
2006-S-HERI-1	2006	oldgrowth	HERI-1	Heri	Thugga	147.18681	-35.66445	1.386294361	9	2.197224577	0.212512953	1	3	3	2	2	2.541952121	4	3	2	9	0	1	4	4	0	4	0	3	2	6	3	7	0	2
2006-S-HERI-2	2006	planting	HERI-2	Heri	Thugga	147.18863	-35.65844	0	7	1.945910149	0.151462299	2	2	4	2	1	2.145065811	3	3	1	5	2	0	2	5	0	1	1	3	2	3	4	7	0	0
2006-S-HERI-3	2006	planting	HERI-3	Heri	Thugga	147.18057	-35.66484	2.995732274	10	2.302585093	0.336598707	2	3	4	2	2	2.496081314	1	5	4	5	5	0	5	4	1	6	1	1	2	3	7	7	0	3
2006-S-HERI-4	2006	planting	HERI-4	Heri	Thugga	147.17734	-35.6646	3.258096538	9	2.197224577	0.232375235	2	3	4	2	2	1.579907402	1	6	2	5	4	0	5	3	1	6	1	1	1	4	5	7	2	0
2006-S-HOLM-1	2006	oldgrowth	HOLM-1	Holm	Burumbuttock	146.79437	-35.80454	3.401197382	8	2.079441542	0.250459896	1	2	3	2	2	2.653073246	6	1	1	8	0	0	4	4	0	3	0	3	2	3	5	7	0	1
2006-S-HOLM-2	2006	oldgrowth	HOLM-2	Holm	Burumbuttock	146.7920758	-35.7982771	1.945910149	7	1.945910149	0.230612078	2	2	3	2	2	3.534820433	1	4	2	5	2	0	4	3	0	4	1	0	2	3	4	5	0	2
2006-S-HOLM-3	2006	regrowth	HOLM-3	Holm	Burumbuttock	146.78844	-35.79874	2.48490665	6	1.791759469	0.174925835	1	2	3	2	2	2.527160258	3	2	1	6	0	0	3	3	0	2	0	2	2	4	2	5	0	1
2006-S-HOLM-4	2006	oldgrowth	HOLM-4	Holm	Burumbuttock	146.78629	-35.8025	2.302585093	14	2.63905733	0.302422598	2	2	4	2	3	2.963194339	4	6	4	11	3	0	8	6	0	8	1	3	2	5	9	9	2	3
2006-S-HOPK-1	2006	regrowth	HOPK-1	Hopk	Bethungra	147.7987815	-34.8434005	0.693147181	5	1.609437912	0.156372046	2	2	3	2	3	2.459519667	2	2	1	4	1	0	3	2	0	2	0	1	2	2	3	3	1	1
2006-S-HOPK-2	2006	oldgrowth	HOPK-2	Hopk	Bethungra	147.783904	-34.8419914	0.693147181	20	2.995732274	0.35584753	2	3	4	2	4	3.19467678	8	10	2	17	3	0	9	10	1	10	2	6	2	10	10	13	1	5
2006-S-HOPK-3	2006	oldgrowth	HOPK-3	Hopk	Bethungra	147.7911608	-34.8356954	0	10	2.302585093	0.288585849	2	2	5	2	2	2.653073246	6	2	2	8	2	0	7	3	0	4	1	2	2	4	6	7	0	3
2006-S-HOPK-4	2006	oldgrowth	HOPK-4	Hopk	Bethungra	147.8156109	-34.831972	0	9	2.197224577	0.213227599	2	2	4	2	2	2.653073246	6	2	1	8	1	0	5	4	0	4	0	2	2	5	4	8	0	1
2006-S-KLUF-1	2006	regrowth	KLUF-1	Kluf	Tumblong	147.988242	-35.1307596	2.63905733	17	2.833213344	0.338916111	2	3	4	2	3	2.689634893	7	5	5	12	5	0	9	7	1	7	4	4	2	2	15	12	1	4
2006-S-KLUF-2	2006	regrowth	KLUF-2	Kluf	Tumblong	147.9867328	-35.1284817	2.079441542	13	2.564949357	0.356397042	2	2	4	2	3	2.362943602	6	5	2	9	4	0	7	6	0	4	4	4	1	3	10	7	1	5
2006-S-KLUF-3	2006	regrowth	KLUF-3	Kluf	Tumblong	147.9809803	-35.1311072	0	16	2.772588722	0.395322571	2	2	4	2	3	2.653073246	7	6	3	14	2	0	7	9	0	5	4	4	3	8	8	10	1	5
2006-S-KLUF-4	2006	regrowth	KLUF-4	Kluf	Tumblong	147.9667438	-35.1208072	0	21	3.044522438	0.420239026	2	3	5	2	3	2.83360211	6	10	5	15	6	0	13	7	1	9	5	4	2	6	15	10	4	7
2006-S-LIND-1	2006	oldgrowth	LIND-1	Lind	Gundagai	148.1159904	-35.1318596	0	14	2.63905733	0.322752479	2	3	4	2	3	2.82429279	4	8	2	9	5	1	6	7	0	7	2	2	3	5	9	10	1	3
2006-S-LIND-2	2006	oldgrowth	LIND-2	Lind	Gundagai	148.1222021	-35.138222	0.693147181	13	2.564949357	0.324701253	2	3	4	2	3	2.172113151	2	8	3	10	3	1	7	5	0	7	1	4	1	6	7	9	2	2
2006-S-LIND-3	2006	regrowth	LIND-3	Lind	Gundagai	148.1464926	-35.1413218	0.693147181	14	2.63905733	0.368033164	2	3	4	2	3	2.563721906	5	6	3	11	3	0	8	5	1	7	2	3	2	4	10	10	1	3
2006-S-LIND-4	2006	regrowth	LIND-4	Lind	Gundagai	148.1205417	-35.1620233	1.098612289	11	2.397895273	0.250906512	2	2	4	2	3	2.649051314	4	6	1	7	4	0	4	7	0	4	2	2	3	1	10	8	1	2
2006-S-MART-1	2006	planting	MART-1	Mart	Coreinbob	147.6401324	-35.203476	0	21	3.044522438	0.38426319	2	3	4	2	3	3.090658199	6	8	7	13	8	0	9	9	3	11	1	7	2	6	15	12	5	4
2006-S-MART-2	2006	planting	MART-2	Mart	Coreinbob	147.6512718	-35.2062119	1.386294361	9	2.197224577	0.24339836	2	2	4	2	2	2.918828629	3	4	2	4	5	0	5	4	0	5	1	1	2	2	7	7	0	2
2006-S-MART-3	2006	planting	MART-3	Mart	Coreinbob	147.6650196	-35.2161549	0	15	2.708050201	0.375742345	2	2	4	2	3	3.180752322	6	6	3	10	5	0	5	10	0	7	2	3	3	4	11	12	1	2
2006-S-MART-4	2006	oldgrowth	MART-4	Mart	Coreinbob	147.6369453	-35.2202012	1.386294361	11	2.397895273	0.38045952	2	3	4	2	3	2.541952121	5	4	2	9	2	0	6	4	1	4	1	3	3	5	6	7	1	3
2006-S-MATH-1	2006	regrowth	MATH-1	Math	Mirabooka	147.47425	-35.69492	2.079441542	17	2.833213344	0.378317665	2	3	4	2	3	2.154556122	5	10	2	12	5	1	8	8	0	8	3	4	2	5	12	9	3	5
2006-S-MATH-2	2006	oldgrowth	MATH-2	Math	Mirabooka	147.48053	-35.68388	0	8	2.079441542	0.351710977	2	2	3	2	2	2.527160258	5	2	1	7	1	0	4	4	0	2	0	3	3	4	4	6	0	2
2006-S-MATH-3	2006	oldgrowth	MATH-3	Math	Mirabooka	147.48369	-35.68947	0.693147181	8	2.079441542	0.199332844	2	3	4	2	2	2.459519667	3	2	3	7	1	1	6	1	0	3	1	1	3	5	3	4	0	4
2006-S-MATH-4	2006	regrowth	MATH-4	Math	Mirabooka	147.49059	-35.68401	2.833213344	9	2.197224577	0.28796018	2	2	3	2	2	3.19467678	7	1	1	8	1	0	5	4	0	2	0	3	4	5	4	7	0	2
2006-S-MCRA-1	2006	planting	MCRA-1	Mcra	Junee	147.4588853	-34.6819288	0	10	2.302585093	0.234931218	1	4	4	2	2	2.676766819	2	4	4	10	0	1	4	4	1	5	1	3	1	8	2	8	0	2
2006-S-MCRA-2	2006	planting	MCRA-2	Mcra	Junee	147.4454704	-34.6699759	0	8	2.079441542	0.232453155	2	2	3	2	3	3.180752322	4	2	2	6	2	0	2	6	0	3	0	2	3	3	5	6	1	1
2006-S-MCRA-3	2006	planting	MCRA-3	Mcra	Junee	147.4423308	-34.6645586	0	8	2.079441542	0.252216312	2	2	3	2	3	2.459519667	2	5	1	5	3	0	1	7	0	4	0	3	1	3	5	5	1	2
2006-S-MCRA-4	2006	regrowth	MCRA-4	Mcra	Junee	147.4529367	-34.645997	2.302585093	9	2.197224577	0.172442818	1	2	4	2	2	1.329701714	7	2	0	9	0	0	3	6	0	1	0	5	2	4	5	8	0	1
2006-S-PAEC-1	2006	oldgrowth	PAEC-1	Paec	Walla Walla	146.86809	-35.71213	2.890371758	16	2.772588722	0.384011638	2	3	4	2	4	2.459519667	4	9	3	11	5	1	7	8	0	9	2	3	2	4	12	9	1	5
2006-S-PAEC-2	2006	regrowth	PAEC-2	Paec	Walla Walla	146.87153	-35.70999	2.772588722	13	2.564949357	0.248641108	2	3	4	2	3	2.459519667	4	6	3	9	4	1	7	5	0	8	1	2	2	3	10	7	1	5
2006-S-PAEC-3	2006	oldgrowth	PAEC-3	Paec	Walla Walla	146.87404	-35.69222	0.693147181	13	2.564949357	0.348104599	2	2	4	2	3	2.159857674	6	6	1	11	2	0	6	7	0	5	2	4	2	4	9	10	1	2
2006-S-PAEC-4	2006	regrowth	PAEC-4	Paec	Walla Walla	146.85269	-35.70395	1.791759469	10	2.302585093	0.177394845	2	2	3	2	2	1.614029101	7	3	0	8	2	0	3	7	0	3	0	4	3	3	7	8	2	0
2006-S-PARK-1	2006	oldgrowth	PARK-1	Park	Tabletop	147.07761	-35.90767	0.693147181	14	2.63905733	0.375742345	2	3	4	2	3	2.172113151	4	8	2	10	4	0	7	6	1	7	2	4	1	6	8	10	1	3
2006-S-PARK-2	2006	regrowth	PARK-2	Park	Tabletop	147.08943	-35.89597	2.944438979	21	3.044522438	0.322175443	2	3	4	2	3	3.378014852	7	11	3	15	6	0	7	13	1	11	1	6	3	7	14	16	2	3
2006-S-PARK-3	2006	oldgrowth	PARK-3	Park	Tabletop	147.09381	-35.89936	1.791759469	11	2.397895273	0.322056343	2	2	4	2	2	2.951314726	3	3	5	9	2	0	7	4	0	4	2	2	3	6	5	8	0	3
2006-S-PARK-4	2006	regrowth	PARK-4	Park	Tabletop	147.10094	-35.90074	0.693147181	13	2.564949357	0.323094008	2	2	4	2	3	3.031145761	4	6	3	8	5	0	7	6	0	7	1	2	3	5	8	9	2	2
2006-S-PARS-1	2006	planting	PARS-1	Pars	Humula	147.7639161	-35.3355031	0	19	2.944438979	0.39335876	2	3	4	2	3	2.792915642	7	6	6	13	6	0	9	9	1	8	4	5	2	4	15	13	1	5
2006-S-PARS-2	2006	planting	PARS-2	Pars	Humula	147.7628119	-35.3245458	0	31	3.433987204	0.439368011	2	4	4	2	3	3.510615981	12	12	7	24	7	1	17	12	1	13	5	9	4	11	20	20	4	7
2006-S-PARS-3	2006	planting	PARS-3	Pars	Humula	147.76027	-35.33287	0	14	2.63905733	0.395060864	2	3	4	2	2	1.966807612	4	6	4	11	3	0	8	5	1	5	2	4	3	6	8	10	0	4
2006-S-PARS-4	2006	oldgrowth	PARS-4	Pars	Humula	147.7579125	-35.325352	0.693147181	13	2.564949357	0.323771312	2	3	4	2	3	3.19467678	6	4	3	11	2	1	6	6	0	4	1	5	3	8	5	8	1	4
2006-S-PATT-1	2006	regrowth	PATT-1	Patt	Tabletop	147.01151	-35.85768	0	11	2.397895273	0.280104188	2	3	4	2	3	2.252666696	3	5	3	9	2	2	4	5	0	5	2	2	2	6	5	7	1	3
2006-S-PATT-2	2006	regrowth	PATT-2	Patt	Tabletop	147.01341	-35.85865	0	10	2.302585093	0.330930516	2	3	3	2	3	2.33509915	3	4	3	8	2	2	4	4	0	7	2	1	0	5	5	5	1	4
2006-S-PATT-3	2006	oldgrowth	PATT-3	Patt	Tabletop	147.00833	-35.86574	0.693147181	16	2.772588722	0.353359546	2	4	4	2	3	3.031145761	6	7	3	13	3	1	7	7	1	8	2	4	2	9	7	10	1	5
2006-S-PATT-4	2006	oldgrowth	PATT-4	Patt	Tabletop	147.01315	-35.86713	0	11	2.397895273	0.273019853	2	3	4	2	3	2.541952121	4	4	3	9	2	1	5	5	0	6	1	2	2	6	5	8	1	2
2006-S-PICK-1	2006	oldgrowth	PICK-1	Pick	Bethungra	147.8334714	-34.8408503	0	9	2.197224577	0.245852687	2	2	4	2	2	1.110043598	7	2	0	8	1	0	4	5	0	2	0	4	2	4	5	7	0	2
2006-S-PICK-2	2006	oldgrowth	PICK-2	Pick	Bethungra	147.8519575	-34.8378908	0	12	2.48490665	0.228171694	2	3	4	2	3	2.541952121	6	4	2	10	2	1	5	6	0	5	0	4	2	6	6	9	1	2
2006-S-PICK-3	2006	oldgrowth	PICK-3	Pick	Bethungra	147.8549936	-34.8311335	0	11	2.397895273	0.253693661	2	3	3	2	3	2.691558682	3	6	2	9	2	0	3	7	1	7	0	2	2	6	5	9	1	1
2006-S-PICK-4	2006	regrowth	PICK-4	Pick	Bethungra	147.8471939	-34.7999159	0.693147181	14	2.63905733	0.328357387	2	3	3	2	3	2.896616147	7	5	2	12	2	1	3	10	0	6	0	6	2	8	6	10	1	3
2006-S-RAYN-1	2006	oldgrowth	RAYN-1	Rayn	Gerogerie	146.88662	-35.79104	1.386294361	16	2.772588722	0.363202708	2	3	4	2	4	2.653073246	4	9	3	12	4	0	8	7	1	8	3	2	3	6	10	12	1	2
2006-S-RAYN-2	2006	oldgrowth	RAYN-2	Rayn	Gerogerie	146.8891	-35.78266	2.708050201	9	2.197224577	0.306749297	2	2	3	2	2	3.130312884	4	3	2	7	2	0	4	5	0	5	0	2	2	4	5	7	0	2
2006-S-RAYN-3	2006	oldgrowth	RAYN-3	Rayn	Gerogerie	146.88277	-35.78419	1.386294361	13	2.564949357	0.318659719	2	2	4	2	3	3.031145761	5	6	2	10	3	0	6	7	0	5	2	3	3	7	6	10	1	2
2006-S-RAYN-4	2006	oldgrowth	RAYN-4	Rayn	Gerogerie	146.87645	-35.78359	1.098612289	8	2.079441542	0.200670496	2	3	3	2	3	2.48146982	3	3	2	7	1	1	3	4	0	4	0	2	2	4	4	5	1	2
2006-S-REID-1	2006	regrowth	REID-1	Reid	Howlong	146.70908	-35.93302	2.197224577	8	2.079441542	0.135754878	1	2	5	2	1	2.159857674	5	2	1	8	0	0	5	3	0	1	1	3	2	4	4	8	0	0
2006-S-REID-2	2006	regrowth	REID-2	Reid	Howlong	146.71833	-35.93162	0	7	1.945910149	0.186614598	1	2	3	2	2	2.527160258	4	2	1	7	0	0	3	4	0	2	0	3	2	4	3	6	0	1
2006-S-REID-3	2006	regrowth	REID-3	Reid	Howlong	146.71584	-35.9261	1.098612289	5	1.609437912	0.067328694	1	2	3	2	1	1.110043598	4	1	0	5	0	0	3	2	0	0	0	2	2	2	3	5	0	0
2006-S-REID-4	2006	regrowth	REID-4	Reid	Howlong	146.71725	-35.92356	0.693147181	5	1.609437912	0.054182794	1	2	2	2	1	1.110043598	4	1	0	5	0	0	2	3	0	0	0	3	2	2	3	5	0	0
2006-S-RETI-1	2006	oldgrowth	RETI-1	Reti	Ladysmith	147.5370127	-35.247394	1.609437912	8	2.079441542	0.124746839	1	2	4	2	2	2.527160258	4	2	2	8	0	0	4	4	0	1	1	4	2	5	3	7	0	1
2006-S-RETI-2	2006	oldgrowth	RETI-2	Reti	Ladysmith	147.536268	-35.2511483	1.791759469	8	2.079441542	0.190945755	1	2	4	2	2	2.527160258	3	3	2	8	0	0	4	4	0	2	1	3	2	6	2	7	0	1
2006-S-RETI-3	2006	oldgrowth	RETI-3	Reti	Ladysmith	147.5344199	-35.2542854	1.098612289	13	2.564949357	0.221107869	2	2	4	2	2	2.586983527	8	3	2	12	1	0	6	7	0	3	1	7	2	7	6	12	0	1
2006-S-RETI-4	2006	regrowth	RETI-4	Reti	Ladysmith	147.5176317	-35.2469825	2.708050201	21	3.044522438	0.403562033	2	4	4	2	2	2.689634893	6	10	5	16	5	1	10	8	2	11	3	5	2	5	16	14	0	7
2006-S-SCHI-1	2006	oldgrowth	SCHI-1	Schi	Burumbuttock	146.7825474	-35.773709	0.693147181	8	2.079441542	0.249349612	2	3	4	2	2	2.459519667	3	3	2	7	1	1	4	3	0	3	0	2	2	4	4	6	0	2
2006-S-SCHI-2	2006	planting	SCHI-2	Schi	Burumbuttock	146.76454	-35.78671	1.386294361	9	2.197224577	0.310035107	2	2	4	2	2	2.07742522	3	5	1	5	4	0	3	6	0	3	1	3	2	2	7	7	0	2
2006-S-SCHI-3	2006	planting	SCHI-3	Schi	Burumbuttock	146.77608	-35.7659	0	9	2.197224577	0.318246904	2	3	3	2	3	2.321719712	3	2	4	7	2	1	4	4	0	6	2	1	0	3	6	4	1	4
2006-S-SCHI-4	2006	planting	SCHI-4	Schi	Burumbuttock	146.77544	-35.76936	0.693147181	9	2.197224577	0.231719648	2	2	4	2	2	3.046222708	5	2	2	7	2	0	2	7	0	4	1	3	1	4	5	8	0	1
2006-S-SCHO-1	2006	regrowth	SCHO-1	Scho	Cookadinia	147.09109	-35.55783	0.693147181	7	1.945910149	0.123273224	1	2	4	2	1	1.329701714	5	2	0	7	0	0	3	4	0	1	0	3	2	3	4	7	0	0
2006-S-SCHO-2	2006	regrowth	SCHO-2	Scho	Cookadinia	147.1053441	-35.5703949	0.693147181	11	2.397895273	0.197038298	2	3	4	2	2	2.320307287	5	4	2	10	1	2	4	5	0	4	0	4	1	6	5	9	0	2
2006-S-SCHO-3	2006	regrowth	SCHO-3	Scho	Cookadinia	147.14954	-35.59397	2.564949357	17	2.833213344	0.338231442	2	2	6	2	3	2.767512392	8	6	3	12	5	0	9	8	0	7	1	5	2	5	12	13	2	2
2006-S-SCHO-4	2006	regrowth	SCHO-4	Scho	Cookadinia	147.1519884	-35.5857634	3.33220451	15	2.708050201	0.294173986	2	2	5	2	2	2.324339072	6	7	2	10	5	0	9	6	0	6	1	4	2	5	10	13	2	0
2006-S-SCHU-1	2006	regrowth	SCHU-1	Schu	Thugga	147.16571	-35.62009	1.791759469	14	2.63905733	0.337914603	2	3	4	2	2	3.031145761	6	5	3	9	5	1	6	7	0	6	1	5	2	5	9	11	0	3
2006-S-SCHU-2	2006	regrowth	SCHU-2	Schu	Thugga	147.17513	-35.62109	1.945910149	9	2.197224577	0.324667413	2	2	4	2	2	2.527160258	3	4	2	7	2	0	5	4	0	3	1	3	2	5	4	7	0	2
2006-S-SCHU-3	2006	regrowth	SCHU-3	Schu	Thugga	147.1808	-35.6182	1.386294361	7	1.945910149	0.051935564	2	2	3	2	2	1.534198066	6	1	0	6	1	0	4	3	0	0	0	3	3	2	5	6	0	1
2006-S-SCHU-4	2006	regrowth	SCHU-4	Schu	Thugga	147.18505	-35.62674	0	7	1.945910149	0.102377424	1	2	3	2	1	1.203788727	4	3	0	7	0	0	2	5	0	1	0	4	2	4	3	7	0	0
2006-S-SLUF-1	2006	regrowth	SLUF-1	Sluf	Tumblong	147.98496	-35.16739	0	17	2.833213344	0.332194677	2	3	4	2	3	2.532122862	5	7	5	14	3	2	8	7	0	8	2	4	3	7	10	10	2	5
2006-S-SLUF-2	2006	regrowth	SLUF-2	Sluf	Tumblong	147.97807	-35.17288	1.609437912	11	2.397895273	0.349599819	2	3	4	2	2	2.459519667	2	3	6	7	4	0	7	3	1	5	2	2	2	3	8	6	0	5
2006-S-SLUF-3	2006	oldgrowth	SLUF-3	Sluf	Tumblong	147.97232	-35.16923	0	16	2.772588722	0.317790769	2	3	4	2	3	2.541952121	4	8	4	13	3	1	10	5	0	9	2	1	4	6	10	9	2	5
